target_batch,power_yeojohnson_svm,quantile_normal_svm,ratio_median_svm,robust_svm_rbf,routear_combined_svm,signed_log_abs_svm,ss_svm_rbf
2,0.0753442002876318,-0.0911662094927355,0.0,-0.0143708556201193,0.2033258138724571,0.0943828323177575,0.0
3,0.0288052403632776,-0.0534884943339512,0.0,-0.0222018765022163,-0.0137119564705167,0.0100418306533436,0.0
4,0.0616005945274237,0.0460399576577318,0.0,0.0081032386041045,0.0616005945274237,0.0742268571536864,0.0
5,0.0178843201612443,0.0315404856532636,0.0,0.0158110628940644,0.0241367303077411,0.0241367303077411,0.0
6,0.1222826830759996,0.1269671231640334,0.0,-0.1360607462040358,0.1529940577920056,0.1054458365691511,0.0
7,-0.064606586364619,-0.0474127248253045,0.0,-0.0720371323171676,0.037782578566738,-0.0811748865714619,0.0
8,0.0989574809664846,0.0948057749224271,0.0,-0.110648461667791,0.0495042356534372,0.0862047880702985,0.0
9,0.1815550124341897,0.0032676198680966,0.0,-0.0024564487985662,-0.0069273941157351,0.1641562025629275,0.0
10,0.039952564029886,0.0296443947269066,0.0,-0.0560112654809313,-0.0593163372589659,0.0012587684706278,0.0
